NAME,OPERATIONAL_STATUS,ATTRIBUTE_SOURCE,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,CLASS,VOLTAGE,ADDRESS,LATITUDE,LONGITUDE
Woonona,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Woonona New South Wales,-34.3414145,150.8818505
Rydalmere,Operational,Esri World Imagery,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,66,Rydalmere New South Wales,-33.81000525,151.0456411
Snowy Adit,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Kosciuszko National Park New South Wales,-36.29452964,148.5093251
Berkeley Vale,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Berkeley Vale New South Wales,-33.32939505,151.4208089
Mt Colah,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Mt Colah New South Wales,-33.64836453,151.1203274
Boggabri,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,66,Boggabri New South Wales,-30.69785859,150.0365673
Gunnedah,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,66,Gunnedah New South Wales,-30.99562184,150.2313958
Borthwick,Operational,Essential Energy,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Transmission,66,Borthwick New South Wales,-29.79079873,151.0995828
Copeton,Operational,Essential Energy,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Switchyard,66,Copeton New South Wales,-29.91016138,150.9231752
Dorrigo,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Dorrigo New South Wales,-30.33143276,152.7121967
Rozelle,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Rozelle New South Wales,-33.86380217,151.1647145
Drummoyne,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Wareemba New South Wales,-33.85573282,151.1348109
Ararat Wind Farm,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,110,Elmhurst Victoria,-37.16389513,143.2447413
Willunga,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,66,Willunga South Australia,-35.25988693,138.5706553
Mount Lock,Operational,AEMO-Australian Energy Market Operators 2016,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,275,Hornsdale South Australia,-33.0857649,138.5220069
Willalo,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,275,,-33.45095014,138.797243
Corraberra,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,275,,-32.61736109,137.5925691
Murra Warra,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,220,,-36.4332596,142.3184807
Bulgana,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,220,,-37.0381053,142.9847227
Crowlands,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,220,,-37.12077938,143.1544765
Deer Park,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,220,,-37.77717437,144.7349631
Sapphire,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,330,Woodstock New South Wales,-29.69950165,151.4126618
White Rock,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,,-29.76218233,151.5443563
Rockdale,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Rockdale New South Wales,-33.95255107,151.1499196
Googong Town,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Googong New South Wales,-35.4330218,149.2182987
Toronto West ,Operational,AEMO-Australian Energy Market Operators 2019,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Substation,132,Toronto West New South Wales,-33.00609781,151.5671332
Bowen North,Operational,Airservices Australia,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Terminal,132,Bowen Queensland,-20.01783092,148.1675134
Wellington Road-SSWRD,Operational,AEMO-Australian Energy Market Operators 2013,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,110,East Brisbane Queensland,-27.4850175,153.0406545
Halys,Operational,Esri World Imagery,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Switchyard,275,Ellesmere Queensland,-26.77070756,151.7115293
Duaringa,Operational,Esri World Imagery,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Duaringa Queensland,-23.7106676,149.6790082
Calliope River,Operational,Powerlink Website,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Callemondah Queensland,-23.85684129,151.1941785
Eagles Downs,Operational,AEMO-Australian Energy Market Operators 2015,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Winchester Queensland,-22.17483434,148.1890077
Goonyella Riverside,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Moranbah Queensland,-21.71790773,148.023343
Bluff,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,132,Bluff Queensland,-23.58807253,149.039849
Kumbarilla Park,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Kumbarilla Queensland,-27.23048911,150.8515715
Western Downs,Operational,AEMO-Australian Energy Market Operators 2012,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,Zone,275,Hopeland Queensland,-26.93097942,150.7335293
